Breach Submission Date,Country,Covered Entity Type,Individuals Affected,Breach Type,Breache location (Asset),Year
06/01/2020,US,Healthcare Provider,1945,Hacking/IT Incident,Email,2020
06/01/2020,US,Healthcare Provider,3565,Unauthorized Access/Disclosure,Email,2020
05/29/2020,US,Healthcare Provider,1310,Loss,Network Server,2020
05/29/2020,US,Healthcare Provider,6033,Unauthorized Access/Disclosure,Paper/Films,2020
05/29/2020,US,Healthcare Provider,1853,Unauthorized Access/Disclosure,Paper/Films,2020
05/29/2020,US,Business Associate,36205,Hacking/IT Incident,Network Server,2020
05/29/2020,US,Healthcare Provider,500,Improper Disposal,Paper/Films,2020
05/28/2020,US,Healthcare Provider,500,Improper Disposal,Paper/Films,2020
05/28/2020,US,Healthcare Provider,900,Improper Disposal,Paper/Films,2020
05/28/2020,US,Healthcare Provider,976,Improper Disposal,Paper/Films,2020
05/28/2020,US,Healthcare Provider,1000,Improper Disposal,Paper/Films,2020
05/28/2020,US,Healthcare Provider,1000,Improper Disposal,Paper/Films,2020
05/28/2020,US,Healthcare Provider,550000,Improper Disposal,Paper/Films,2020
05/24/2020,US,Healthcare Provider,3800,Hacking/IT Incident,Network Server,2020
05/22/2020,US,Business Associate,14931,Hacking/IT Incident,Network Server,2020
05/22/2020,US,Health Plan,2756,Unauthorized Access/Disclosure,Electronic Medical Record,2020
05/22/2020,US,Healthcare Provider,34113,Hacking/IT Incident,Email,2020
05/18/2020,US,Healthcare Provider,14419,Hacking/IT Incident,Network Server,2020
05/18/2020,US,Healthcare Provider,805,Unauthorized Access/Disclosure,Electronic Medical Record,2020
05/18/2020,US,Business Associate,608,Unauthorized Access/Disclosure,Email,2020
05/15/2020,US,Healthcare Provider,13146,Hacking/IT Incident,Network Server,2020
05/13/2020,US,Business Associate,3728,Unauthorized Access/Disclosure,Email,2020
05/12/2020,US,Healthcare Provider,595,Improper Disposal,Paper/Films,2020
05/11/2020,US,Healthcare Provider,10630,Hacking/IT Incident,Email,2020
05/08/2020,US,Healthcare Provider,10190,Hacking/IT Incident,Email,2020
05/08/2020,US,Healthcare Provider,5357,Unauthorized Access/Disclosure,Email,2020
05/08/2020,US,Healthcare Provider,3683,Hacking/IT Incident,Network Server,2020
05/07/2020,US,Healthcare Provider,26465,Hacking/IT Incident,Network Server,2020
05/05/2020,US,Business Associate,7422,Hacking/IT Incident,Other,2020
05/05/2020,US,Healthcare Provider,1311,Unauthorized Access/Disclosure,Electronic Medical Record,2020
05/05/2020,US,Business Associate,287876,Hacking/IT Incident,Email,2020
05/04/2020,US,Business Associate,30132,Hacking/IT Incident,Email,2020
05/04/2020,US,Healthcare Provider,4824,Unauthorized Access/Disclosure,Electronic Medical Record,2020
05/04/2020,US,Business Associate,38529,Hacking/IT Incident,Email,2020
04/30/2020,US,Healthcare Provider,818,Unauthorized Access/Disclosure,Email,2020
04/30/2020,US,Healthcare Provider,1255,Unauthorized Access/Disclosure,Email,2020
04/27/2020,US,Healthcare Provider,651,Unauthorized Access/Disclosure,Paper/Films,2020
04/27/2020,US,Healthcare Provider,1070,Unauthorized Access/Disclosure,Paper/Films,2020
04/27/2020,US,Healthcare Provider,1162,Unauthorized Access/Disclosure,Paper/Films,2020
04/27/2020,US,Healthcare Provider,1619,Unauthorized Access/Disclosure,Paper/Films,2020
04/27/2020,US,Healthcare Provider,518,Unauthorized Access/Disclosure,Paper/Films,2020
04/27/2020,US,Healthcare Provider,1905,Unauthorized Access/Disclosure,Paper/Films,2020
04/27/2020,US,Healthcare Provider,111372,Hacking/IT Incident,Email,2020
04/27/2020,US,Healthcare Provider,1981,Unauthorized Access/Disclosure,Network Server,2020
04/26/2020,US,Business Associate,500,Hacking/IT Incident,Laptop,2020
04/24/2020,US,Healthcare Provider,3314,Hacking/IT Incident,Network Server,2020
04/24/2020,US,Healthcare Provider,518,Hacking/IT Incident,Email,2020
04/23/2020,US,Healthcare Provider,999,Unauthorized Access/Disclosure,Email,2020
04/22/2020,US,Healthcare Provider,13968,Hacking/IT Incident,Email,2020
04/20/2020,US,Healthcare Provider,1081,Unauthorized Access/Disclosure,Email,2020
04/17/2020,US,Healthcare Provider,5693,Hacking/IT Incident,Email,2020
04/17/2020,US,Healthcare Provider,112211,Hacking/IT Incident,Email,2020
04/17/2020,US,Healthcare Provider,1987,Theft,Other Portable Electronic Device,2020
04/17/2020,US,Healthcare Provider,233835,Hacking/IT Incident,Email,2020
04/16/2020,US,Healthcare Provider,911,Unauthorized Access/Disclosure,Electronic Medical Record,2020
04/16/2020,US,Healthcare Provider,27137,Hacking/IT Incident,Network Server,2020
04/15/2020,US,Health Plan,802,Unauthorized Access/Disclosure,Paper/Films,2020
04/15/2020,US,Health Plan,1710,Unauthorized Access/Disclosure,Paper/Films,2020
04/13/2020,US,Healthcare Provider,2651,Hacking/IT Incident,Email,2020
04/13/2020,US,Healthcare Provider,18481,Hacking/IT Incident,Email,2020
04/10/2020,US,Healthcare Provider,3680,Hacking/IT Incident,Email,2020
04/10/2020,US,Healthcare Provider,74122,Unauthorized Access/Disclosure,Electronic Medical Record,2020
04/10/2020,US,Healthcare Provider,507,Hacking/IT Incident,Email,2020
04/10/2020,US,Business Associate,6723,Loss,Other Portable Electronic Device,2020
04/10/2020,US,Healthcare Provider,1843,Hacking/IT Incident,Email,2020
04/10/2020,US,Healthcare Provider,13911,Hacking/IT Incident,Email,2020
04/10/2020,US,Healthcare Provider,11852,Hacking/IT Incident,Network Server,2020
04/07/2020,US,Healthcare Provider,5000,Hacking/IT Incident,Email,2020
04/07/2020,US,Healthcare Provider,8132,Unauthorized Access/Disclosure,Network Server,2020
04/07/2020,US,Business Associate,5387,Hacking/IT Incident,Email,2020
04/07/2020,US,Healthcare Provider,16622,Hacking/IT Incident,Network Server,2020
04/07/2020,US,Health Plan,500,Hacking/IT Incident,Email,2020
04/06/2020,US,Healthcare Provider,3000,Hacking/IT Incident,Email,2020
04/03/2020,US,Health Plan,1658,Theft,Other Portable Electronic Device,2020
04/03/2020,US,Healthcare Provider,5000,Hacking/IT Incident,Email,2020
03/31/2020,US,Business Associate,14016,Hacking/IT Incident,Email,2020
03/31/2020,US,Healthcare Provider,14795,Hacking/IT Incident,Email,2020
03/31/2020,US,Healthcare Provider,57411,Hacking/IT Incident,Network Server,2020
03/30/2020,US,Healthcare Provider,683,Hacking/IT Incident,Email,2020
03/30/2020,US,Healthcare Provider,77110,Unauthorized Access/Disclosure,Electronic Medical Record,2020
03/27/2020,US,Healthcare Provider,131825,Hacking/IT Incident,Network Server,2020
03/27/2020,US,Business Associate,897,Hacking/IT Incident,Network Server,2020
03/27/2020,US,Healthcare Provider,701,Unauthorized Access/Disclosure,Email,2020
03/27/2020,US,Healthcare Provider,10700,Hacking/IT Incident,Desktop Computer,2020
03/26/2020,US,Healthcare Provider,903,Unauthorized Access/Disclosure,Electronic Medical Record,2020
03/26/2020,US,Healthcare Provider,1000,Theft,Network Server,2020
03/25/2020,US,Health Plan,2300,Hacking/IT Incident,Network Server,2020
03/25/2020,US,Healthcare Provider,702,Unauthorized Access/Disclosure,Paper/Films,2020
03/23/2020,US,Healthcare Provider,730,Theft,Other Portable Electronic Device,2020
03/23/2020,US,Healthcare Provider,1731,Theft,Paper/Films,2020
03/23/2020,US,Health Plan,574,Unauthorized Access/Disclosure,Email,2020
03/22/2020,US,Healthcare Provider,232772,Hacking/IT Incident,Email,2020
03/21/2020,US,Healthcare Provider,3670,Hacking/IT Incident,Email,2020
03/20/2020,US,Healthcare Clearing House,500,Loss,Paper/Films,2020
03/20/2020,US,Healthcare Provider,38628,Hacking/IT Incident,Email,2020
03/20/2020,US,Healthcare Provider,35804,Hacking/IT Incident,Email,2020
03/20/2020,US,Healthcare Provider,657,Unauthorized Access/Disclosure,Email,2020
03/19/2020,US,Business Associate,836,Loss,Paper/Films,2020
03/18/2020,US,Healthcare Provider,910,Unauthorized Access/Disclosure,Email,2020
03/17/2020,US,Business Associate,3772,Unauthorized Access/Disclosure,Electronic Medical Record,2020
03/17/2020,US,Healthcare Provider,4854,Hacking/IT Incident,Network Server,2020
03/17/2020,US,Healthcare Provider,9000,Hacking/IT Incident,Email,2020
03/17/2020,US,Healthcare Provider,140781,Hacking/IT Incident,Email,2020
03/16/2020,US,Healthcare Provider,1415,Hacking/IT Incident,Email,2020
03/14/2020,US,Healthcare Provider,2190,Theft,Network Server,2020
03/13/2020,US,Healthcare Provider,19556,Hacking/IT Incident,Network Server,2020
03/13/2020,US,Health Plan,3394,Unauthorized Access/Disclosure,Network Server,2020
03/13/2020,US,Healthcare Provider,912,Unauthorized Access/Disclosure,Paper/Films,2020
03/13/2020,US,Healthcare Provider,2999,Hacking/IT Incident,Email,2020
03/13/2020,US,Healthcare Provider,500,Theft,Laptop,2020
03/11/2020,US,Healthcare Provider,298532,Hacking/IT Incident,Network Server,2020
03/11/2020,US,Health Plan,1945,Hacking/IT Incident,Network Server,2020
03/06/2020,US,Business Associate,22894,Theft,Laptop,2020
03/06/2020,US,Health Plan,1713,Unauthorized Access/Disclosure,Paper/Films,2020
03/06/2020,US,Healthcare Provider,3498,Hacking/IT Incident,Network Server,2020
03/04/2020,US,Business Associate,70000,Hacking/IT Incident,Electronic Medical Record,2020
03/02/2020,US,Healthcare Provider,2793,Theft,Other Portable Electronic Device,2020
02/28/2020,US,Health Plan,500,Hacking/IT Incident,Network Server,2020
02/28/2020,US,Healthcare Provider,6681,Unauthorized Access/Disclosure,Network Server,2020
02/28/2020,US,Healthcare Provider,15240,Hacking/IT Incident,Email,2020
02/28/2020,US,Healthcare Provider,2610,Unauthorized Access/Disclosure,Paper/Films,2020
02/27/2020,US,Healthcare Provider,710,Unauthorized Access/Disclosure,Network Server,2020
02/27/2020,US,Healthcare Provider,800,Unauthorized Access/Disclosure,Desktop Computer,2020
02/27/2020,US,Healthcare Provider,2298,Loss,Paper/Films,2020
02/27/2020,US,Business Associate,15010,Hacking/IT Incident,Email,2020
02/26/2020,US,Healthcare Provider,75202,Hacking/IT Incident,Email,2020
02/25/2020,US,Business Associate,57900,Hacking/IT Incident,Network Server,2020
02/24/2020,US,Healthcare Provider,650,Hacking/IT Incident,Email,2020
02/22/2020,US,Health Plan,696,Unauthorized Access/Disclosure,Paper/Films,2020
02/21/2020,US,Healthcare Provider,2360,Unauthorized Access/Disclosure,Network Server,2020
02/21/2020,US,Healthcare Provider,2029,Hacking/IT Incident,Email,2020
02/20/2020,US,Healthcare Provider,2852,Unauthorized Access/Disclosure,Email,2020
02/20/2020,US,Health Plan,5103,Hacking/IT Incident,Email,2020
02/19/2020,US,Healthcare Provider,14488,Unauthorized Access/Disclosure,Email,2020
02/18/2020,US,Business Associate,60000,Hacking/IT Incident,Network Server,2020
02/17/2020,US,Healthcare Provider,1306,Hacking/IT Incident,Email,2020
02/17/2020,US,Healthcare Provider,63581,Hacking/IT Incident,Email,2020
02/17/2020,US,Healthcare Provider,1850,Theft,Desktop Computer,2020
02/17/2020,US,Healthcare Provider,8487,Hacking/IT Incident,Email,2020
02/16/2020,US,Business Associate,170000,Hacking/IT Incident,Network Server,2020
02/14/2020,US,Business Associate,14500,Hacking/IT Incident,Email,2020
02/14/2020,US,Healthcare Provider,1893,Hacking/IT Incident,Email,2020
02/14/2020,US,Healthcare Provider,166077,Hacking/IT Incident,Email,2020
02/14/2020,US,Healthcare Provider,544,Hacking/IT Incident,Email,2020
02/14/2020,US,Healthcare Provider,81146,Hacking/IT Incident,Email,2020
02/14/2020,US,Healthcare Provider,2401,Hacking/IT Incident,Email,2020
02/13/2020,US,Healthcare Provider,3917,Hacking/IT Incident,Email,2020
02/13/2020,US,Healthcare Provider,7983,Improper Disposal,Paper/Films,2020
02/12/2020,US,Healthcare Provider,3606,Loss,Paper/Films,2020
02/12/2020,US,Healthcare Provider,7524,Improper Disposal,Paper/Films,2020
02/12/2020,US,Healthcare Provider,12414,Hacking/IT Incident,Network Server,2020
02/11/2020,US,Business Associate,4335,Hacking/IT Incident,Email,2020
02/10/2020,US,Healthcare Provider,2487,Unauthorized Access/Disclosure,Paper/Films,2020
02/08/2020,US,Healthcare Provider,1655,Hacking/IT Incident,Email,2020
02/07/2020,US,Healthcare Provider,109234,Hacking/IT Incident,Email,2020
02/07/2020,US,Business Associate,39762,Hacking/IT Incident,Email,2020
02/07/2020,US,Healthcare Provider,45748,Hacking/IT Incident,Email,2020
02/07/2020,US,Health Plan,2468,Hacking/IT Incident,Email,2020
02/07/2020,US,Healthcare Provider,1070,Hacking/IT Incident,Network Server,2020
02/06/2020,US,Health Plan,167095,Unauthorized Access/Disclosure,Paper/Films,2020
02/05/2020,US,Health Plan,654362,Theft,Laptop,2020
02/04/2020,US,Health Plan,3335,Hacking/IT Incident,Network Server,2020
02/03/2020,US,Healthcare Provider,530,Theft,Laptop,2020
02/03/2020,US,Health Plan,959,Hacking/IT Incident,Email,2020
01/31/2020,US,Health Plan,9965,Unauthorized Access/Disclosure,Network Server,2020
01/31/2020,US,Healthcare Provider,6524,Hacking/IT Incident,Email,2020
01/31/2020,US,Healthcare Provider,16167,Hacking/IT Incident,Email,2020
01/31/2020,US,Healthcare Provider,1178,Theft,Paper/Films,2020
01/31/2020,US,Health Plan,6120,Hacking/IT Incident,Electronic Medical Record,2020
01/31/2020,US,Healthcare Provider,6940,Unauthorized Access/Disclosure,Paper/Films,2020
01/30/2020,US,Healthcare Provider,1319,Theft,Paper/Films,2020
01/28/2020,US,Healthcare Provider,33324,Hacking/IT Incident,Network Server,2020
01/28/2020,US,Healthcare Provider,1169,Hacking/IT Incident,Network Server,2020
01/28/2020,US,Healthcare Provider,1657,Hacking/IT Incident,Network Server,2020
01/28/2020,US,Healthcare Provider,2015,Hacking/IT Incident,Network Server,2020
01/28/2020,US,Healthcare Provider,5930,Hacking/IT Incident,Network Server,2020
01/28/2020,US,Healthcare Provider,2633,Hacking/IT Incident,Network Server,2020
01/28/2020,US,Healthcare Provider,1700,Hacking/IT Incident,Network Server,2020
01/28/2020,US,Healthcare Provider,2863,Hacking/IT Incident,Network Server,2020
01/28/2020,US,Healthcare Provider,1890,Hacking/IT Incident,Network Server,2020
01/28/2020,US,Healthcare Provider,9302,Hacking/IT Incident,Network Server,2020
01/28/2020,US,Healthcare Provider,15808,Hacking/IT Incident,Network Server,2020
01/28/2020,US,Healthcare Provider,1957,Hacking/IT Incident,Network Server,2020
01/28/2020,US,Healthcare Provider,804,Hacking/IT Incident,Network Server,2020
01/28/2020,US,Healthcare Provider,9058,Hacking/IT Incident,Network Server,2020
01/28/2020,US,Healthcare Provider,24013,Hacking/IT Incident,Network Server,2020
01/28/2020,US,Healthcare Provider,17214,Hacking/IT Incident,Network Server,2020
01/28/2020,US,Healthcare Provider,3593,Hacking/IT Incident,Network Server,2020
01/28/2020,US,Healthcare Provider,38693,Hacking/IT Incident,Network Server,2020
01/27/2020,US,Health Plan,4501,Improper Disposal,Paper/Films,2020
01/24/2020,US,Healthcare Provider,1182,Unauthorized Access/Disclosure,Electronic Medical Record,2020
01/24/2020,US,Healthcare Provider,688,Unauthorized Access/Disclosure,Email,2020
01/24/2020,US,Healthcare Provider,1360,Hacking/IT Incident,Email,2020
01/24/2020,US,Healthcare Provider,2713,Unauthorized Access/Disclosure,Network Server,2020
01/24/2020,US,Health Plan,2645,Hacking/IT Incident,Other,2020
01/24/2020,US,Healthcare Provider,674,Hacking/IT Incident,Other,2020
01/24/2020,US,Healthcare Provider,6846,Hacking/IT Incident,Network Server,2020
01/22/2020,US,Healthcare Provider,1000,Hacking/IT Incident,Email,2020
01/22/2020,US,Health Plan,934,Unauthorized Access/Disclosure,Paper/Films,2020
01/21/2020,US,Healthcare Provider,11747,Hacking/IT Incident,Email,2020
01/17/2020,US,Healthcare Provider,1531,Unauthorized Access/Disclosure,Paper/Films,2020
01/17/2020,US,Healthcare Provider,30049,Hacking/IT Incident,Network Server,2020
01/17/2020,US,Healthcare Provider,1634,Improper Disposal,Paper/Films,2020
01/14/2020,US,Healthcare Provider,1860,Hacking/IT Incident,Email,2020
01/14/2020,US,Healthcare Provider,4564,Hacking/IT Incident,Email,2020
01/10/2020,US,Healthcare Provider,199548,Hacking/IT Incident,Email,2020
01/10/2020,US,Healthcare Provider,11308,Hacking/IT Incident,Email,2020
01/08/2020,US,Healthcare Provider,33000,Hacking/IT Incident,Email,2020
01/06/2020,US,Business Associate,1158,Hacking/IT Incident,Email,2020
01/06/2020,US,Business Associate,5965,Unauthorized Access/Disclosure,Paper/Films,2020
01/03/2020,US,Healthcare Provider,25187,Hacking/IT Incident,Email,2020
01/03/2020,US,Healthcare Provider,49859,Hacking/IT Incident,Email,2020
01/02/2020,US,Healthcare Provider,8031,Unauthorized Access/Disclosure,Email,2020
12/31/2019,US,Healthcare Provider,13000,Hacking/IT Incident,Email,2019
12/30/2019,US,Healthcare Provider,2802,Hacking/IT Incident,Network Server,2019
12/26/2019,US,Healthcare Provider,3600,Hacking/IT Incident,Network Server,2019
12/26/2019,US,Healthcare Provider,4195,Unauthorized Access/Disclosure,Electronic Medical Record,2019
12/26/2019,US,Healthcare Provider,2008,Hacking/IT Incident,Electronic Medical Record,2019
12/24/2019,US,Business Associate,1240,Hacking/IT Incident,Email,2019
12/20/2019,US,Healthcare Provider,12689,Hacking/IT Incident,Network Server,2019
12/19/2019,US,Healthcare Provider,28847,Hacking/IT Incident,Network Server,2019
12/17/2019,US,Healthcare Provider,12000,Unauthorized Access/Disclosure,Electronic Medical Record,2019
12/16/2019,US,Healthcare Provider,1174,Improper Disposal,Paper/Films,2019
12/16/2019,US,Health Plan,1601,Unauthorized Access/Disclosure,Network Server,2019
12/16/2019,US,Healthcare Provider,597,Unauthorized Access/Disclosure,Paper/Films,2019
12/16/2019,US,Healthcare Provider,4013,Unauthorized Access/Disclosure,Electronic Medical Record,2019
12/16/2019,US,Healthcare Provider,1245218,Loss,Other Portable Electronic Device,2019
12/16/2019,US,Healthcare Provider,12230,Unauthorized Access/Disclosure,Other,2019
12/13/2019,US,Health Plan,869,Unauthorized Access/Disclosure,Network Server,2019
12/13/2019,US,Business Associate,2675,Hacking/IT Incident,Email,2019
12/13/2019,US,Healthcare Provider,12578,Hacking/IT Incident,Email,2019
12/13/2019,US,Health Plan,4665,Unauthorized Access/Disclosure,Other Portable Electronic Device,2019
